,0,1
FC(F)(F)C(O)C(F)(F)F,4.7275476178783284,-0.7588742646996472
F/C(F)=C(F)\F,-3.0656241380132303,9.813515427025324
FC(F)(F)C(C(F)(F)F)(O)C(F)(F)F,11.636305768732031,-1.374771020878772
CC(C)(O)C,-5.6084512139224465,-4.510140682431709
CC(O)C,-7.689778034674676,-3.1697294590151843
