,0,1
O=S([O-])([O-])=O.[Na+].[Na+],-11.13118049796968,15.387170635467305
CC(C1=CC(C)=CC(C(C)(C)C)=C1O)(C)C,15.898022386787963,-7.735040929084456
[H]O[H],-14.041074881703405,-7.913130793702948
[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Na+].[Al+3],-11.036183979727795,15.594943439067144
O=C1CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](OC(C)=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,35.819393830378786,5.364161063608704
CO,-10.481478016014709,-10.826653335633878
O1CCOCC1,-5.02749884175118,-9.871450079721866
