Name,0,1
FC(F)(F)C(O)C(F)(F)F,14.31421122,-1.634428954
F/C(F)=C(F)\F,-8.364867337,28.17894833
FC(F)(F)C(C(F)(F)F)(O)C(F)(F)F,31.96498784,-4.391953484
CC(C)(O)C,-16.12391177,-14.68563103
CC(O)C,-21.79041995,-7.466934865
