,0,1
O=S([O-])([O-])=O.[Na+].[Na+],-4.065827390428506,5.534762125468071
CC(C1=CC(C)=CC(C(C)(C)C)=C1O)(C)C,5.8303701972692545,-6.666558818161972
[H]O[H],-6.775729256120748,-3.729165022764658
[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Na+].[Al+3],-3.4669865046476085,8.506104412570593
O=C1CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](OC(C)=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,15.546880431561583,2.63690604177855
CO,-4.636299381507713,-4.228185332518307
O1CCOCC1,-2.4324080961262626,-2.0538634063722707
