MCP dim1,MCP dim2,Catalyst dim1,Catalyst dim2,Solvent dim1,Solvent dim2,Cosolvent dim1,Cosolvent dim2,Additives dim1,Additives dim2,cosolvent vs solvent ratio,temp in degree celsius,cat. loading mol%,time in min,yield
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,15.89802239,-7.735040929,0.5,21,10,8,23
-26.38131275,1.41447369,-0.404513509,0.701076688,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,40
-26.38131275,1.41447369,-0.404513509,0.701076688,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,4,41
-26.38131275,1.41447369,-0.404513509,0.701076688,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,8,37
-26.38131275,1.41447369,-0.404513509,0.701076688,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,2,38
-26.38131275,1.41447369,-0.404513509,0.701076688,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,4,38
-26.38131275,1.41447369,-0.404513509,0.701076688,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,8,37
-26.38131275,1.41447369,13.17525075,-5.848473261,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,27
-26.38131275,1.41447369,13.17525075,-5.848473261,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,4,25
-26.38131275,1.41447369,13.17525075,-5.848473261,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,8,22
-26.38131275,1.41447369,13.17525075,-5.848473261,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,2,25
-26.38131275,1.41447369,13.17525075,-5.848473261,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,4,24
-26.38131275,1.41447369,13.17525075,-5.848473261,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,8,23
-26.38131275,1.41447369,38.6158785,5.609527124,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,5
-26.38131275,1.41447369,38.6158785,5.609527124,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,4,0
-26.38131275,1.41447369,38.6158785,5.609527124,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,8,5
-26.38131275,1.41447369,-8.177463674,-0.924748512,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,30
-26.38131275,1.41447369,-8.177463674,-0.924748512,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,4,25
-26.38131275,1.41447369,-8.177463674,-0.924748512,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,8,22
-26.38131275,1.41447369,2.618682392,-13.17234088,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,22
-26.38131275,1.41447369,2.618682392,-13.17234088,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,4,21
-26.38131275,1.41447369,2.618682392,-13.17234088,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,8,25
-26.38131275,1.41447369,-8.453216225,-3.869092911,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,12
-26.38131275,1.41447369,-8.453216225,-3.869092911,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,4,16
-26.38131275,1.41447369,-8.453216225,-3.869092911,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,8,7
-26.38131275,1.41447369,20.73718117,-6.400141078,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,3
-26.38131275,1.41447369,20.73718117,-6.400141078,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,4,5
-26.38131275,1.41447369,20.73718117,-6.400141078,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,8,0
-26.38131275,1.41447369,-1.423457785,-2.322835123,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,0
-26.38131275,1.41447369,-1.423457785,-2.322835123,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,4,0
-26.38131275,1.41447369,-1.423457785,-2.322835123,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,8,0
-26.38131275,1.41447369,10.03831124,2.722511392,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,19
-26.38131275,1.41447369,10.03831124,2.722511392,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,4,20
-26.38131275,1.41447369,10.03831124,2.722511392,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,8,16
-26.38131275,1.41447369,28.48174381,10.74970182,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,16
-26.38131275,1.41447369,28.48174381,10.74970182,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,4,16
-26.38131275,1.41447369,28.48174381,10.74970182,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,8,13
-26.38131275,1.41447369,-9.731760218,-2.383555932,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,1
-26.38131275,1.41447369,-9.731760218,-2.383555932,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,4,8
-26.38131275,1.41447369,-9.731760218,-2.383555932,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,8,12
-26.38131275,1.41447369,-9.731760218,-2.383555932,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,2,1
-26.38131275,1.41447369,-9.731760218,-2.383555932,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,4,3
-26.38131275,1.41447369,-9.731760218,-2.383555932,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,8,0
-26.38131275,1.41447369,-10.58822511,-2.072226103,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,2,1
-26.38131275,1.41447369,-10.58822511,-2.072226103,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,4,2
-26.38131275,1.41447369,-10.58822511,-2.072226103,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,8,0
-26.38131275,1.41447369,-15.62634673,9.616117043,-11.2312595,-9.071499758,14.31421122,-1.634428954,-5.027498842,-9.87145008,0.5,21,10,2,3
-26.38131275,1.41447369,-15.62634673,9.616117043,-11.2312595,-9.071499758,14.31421122,-1.634428954,-5.027498842,-9.87145008,0.5,21,10,4,0
-26.38131275,1.41447369,-15.62634673,9.616117043,-11.2312595,-9.071499758,14.31421122,-1.634428954,-5.027498842,-9.87145008,0.5,21,10,8,0
-26.38131275,1.41447369,-15.62634673,9.616117043,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,2,11
-26.38131275,1.41447369,-15.62634673,9.616117043,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,4,0
-26.38131275,1.41447369,-15.62634673,9.616117043,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,8,0
-26.38131275,1.41447369,-15.48731716,13.04952631,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,2,1
-26.38131275,1.41447369,-15.48731716,13.04952631,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,4,2
-26.38131275,1.41447369,-15.48731716,13.04952631,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,8,1
-26.38131275,1.41447369,-15.48731716,13.04952631,-11.2312595,-9.071499758,14.31421122,-1.634428954,-10.48147802,-10.82665334,0.5,21,10,2,0
-26.38131275,1.41447369,-15.48731716,13.04952631,-11.2312595,-9.071499758,14.31421122,-1.634428954,-10.48147802,-10.82665334,0.5,21,10,4,1
-26.38131275,1.41447369,-15.48731716,13.04952631,-11.2312595,-9.071499758,14.31421122,-1.634428954,-10.48147802,-10.82665334,0.5,21,10,8,1
-26.38131275,1.41447369,-15.45709194,18.60670191,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,2,0
-26.38131275,1.41447369,-15.45709194,18.60670191,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,4,3
-26.38131275,1.41447369,-15.45709194,18.60670191,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,8,3
-26.38131275,1.41447369,-10.41032386,-11.93316611,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,2,2
-26.38131275,1.41447369,-10.41032386,-11.93316611,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,4,2
-26.38131275,1.41447369,-10.41032386,-11.93316611,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,8,2
-26.38131275,1.41447369,-12.21610681,-6.279246933,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,2,0
-26.38131275,1.41447369,-12.21610681,-6.279246933,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,4,0
-26.38131275,1.41447369,-12.21610681,-6.279246933,-11.2312595,-9.071499758,14.31421122,-1.634428954,-14.04107488,-7.913130794,0.5,21,10,8,0
-26.38131275,1.41447369,1.2167367,0.535948542,-10.63284633,-3.178061434,14.31421122,-1.634428954,0,0,0.5,21,10,2,25
-26.38131275,1.41447369,1.2167367,0.535948542,-10.63284633,-3.178061434,14.31421122,-1.634428954,0,0,0.5,21,10,4,23
-26.38131275,1.41447369,1.2167367,0.535948542,-10.63284633,-3.178061434,14.31421122,-1.634428954,0,0,0.5,21,10,8,25
-26.38131275,1.41447369,1.2167367,0.535948542,-14.97327291,-7.649081801,14.31421122,-1.634428954,0,0,0.5,21,10,2,26
-26.38131275,1.41447369,1.2167367,0.535948542,-14.97327291,-7.649081801,14.31421122,-1.634428954,0,0,0.5,21,10,4,28
-26.38131275,1.41447369,1.2167367,0.535948542,-14.97327291,-7.649081801,14.31421122,-1.634428954,0,0,0.5,21,10,8,28
-26.38131275,1.41447369,1.2167367,0.535948542,-1.755749445,6.473129416,14.31421122,-1.634428954,0,0,0.5,21,10,2,0
-26.38131275,1.41447369,1.2167367,0.535948542,-1.755749445,6.473129416,14.31421122,-1.634428954,0,0,0.5,21,10,4,0
-26.38131275,1.41447369,1.2167367,0.535948542,-1.755749445,6.473129416,14.31421122,-1.634428954,0,0,0.5,21,10,8,0
-26.38131275,1.41447369,1.2167367,0.535948542,-0.154281716,13.24025295,14.31421122,-1.634428954,0,0,0.5,21,10,2,27
-26.38131275,1.41447369,1.2167367,0.535948542,-0.154281716,13.24025295,14.31421122,-1.634428954,0,0,0.5,21,10,4,29
-26.38131275,1.41447369,1.2167367,0.535948542,-0.154281716,13.24025295,14.31421122,-1.634428954,0,0,0.5,21,10,8,27
-26.38131275,1.41447369,1.2167367,0.535948542,8.017946002,20.22548151,14.31421122,-1.634428954,0,0,0.5,21,10,2,37
-26.38131275,1.41447369,1.2167367,0.535948542,8.017946002,20.22548151,14.31421122,-1.634428954,0,0,0.5,21,10,4,27
-26.38131275,1.41447369,1.2167367,0.535948542,8.017946002,20.22548151,14.31421122,-1.634428954,0,0,0.5,21,10,8,27
-26.38131275,1.41447369,1.2167367,0.535948542,10.2443772,7.708616527,14.31421122,-1.634428954,0,0,0.5,21,10,2,23
-26.38131275,1.41447369,1.2167367,0.535948542,10.2443772,7.708616527,14.31421122,-1.634428954,0,0,0.5,21,10,4,25
-26.38131275,1.41447369,1.2167367,0.535948542,10.2443772,7.708616527,14.31421122,-1.634428954,0,0,0.5,21,10,8,26
-26.38131275,1.41447369,1.2167367,0.535948542,17.10765351,0.25635035,14.31421122,-1.634428954,0,0,0.5,21,10,2,23
-26.38131275,1.41447369,1.2167367,0.535948542,17.10765351,0.25635035,14.31421122,-1.634428954,0,0,0.5,21,10,4,23
-26.38131275,1.41447369,1.2167367,0.535948542,17.10765351,0.25635035,14.31421122,-1.634428954,0,0,0.5,21,10,8,24
-26.38131275,1.41447369,1.2167367,0.535948542,51.05607948,-17.74595545,14.31421122,-1.634428954,0,0,0.5,21,10,2,13
-26.38131275,1.41447369,1.2167367,0.535948542,51.05607948,-17.74595545,14.31421122,-1.634428954,0,0,0.5,21,10,4,20
-26.38131275,1.41447369,1.2167367,0.535948542,51.05607948,-17.74595545,14.31421122,-1.634428954,0,0,0.5,21,10,8,18
-26.38131275,1.41447369,1.2167367,0.535948542,-12.15940052,-2.931116406,14.31421122,-1.634428954,0,0,0.5,21,10,2,24
-26.38131275,1.41447369,1.2167367,0.535948542,-12.15940052,-2.931116406,14.31421122,-1.634428954,0,0,0.5,21,10,4,20
-26.38131275,1.41447369,1.2167367,0.535948542,-12.15940052,-2.931116406,14.31421122,-1.634428954,0,0,0.5,21,10,8,17
-26.38131275,1.41447369,1.2167367,0.535948542,-26.10750752,-16.58978902,14.31421122,-1.634428954,0,0,0.5,21,10,2,0
-26.38131275,1.41447369,1.2167367,0.535948542,-26.10750752,-16.58978902,14.31421122,-1.634428954,0,0,0.5,21,10,4,0
-26.38131275,1.41447369,1.2167367,0.535948542,-26.10750752,-16.58978902,14.31421122,-1.634428954,0,0,0.5,21,10,8,0
-26.38131275,1.41447369,1.2167367,0.535948542,-6.429209767,5.05383681,14.31421122,-1.634428954,0,0,0.5,21,10,2,0
-26.38131275,1.41447369,1.2167367,0.535948542,-6.429209767,5.05383681,14.31421122,-1.634428954,0,0,0.5,21,10,4,0
-26.38131275,1.41447369,1.2167367,0.535948542,-6.429209767,5.05383681,14.31421122,-1.634428954,0,0,0.5,21,10,8,0
-26.38131275,1.41447369,1.2167367,0.535948542,-2.982528482,4.207836318,14.31421122,-1.634428954,0,0,0.5,21,10,2,0
-26.38131275,1.41447369,1.2167367,0.535948542,-2.982528482,4.207836318,14.31421122,-1.634428954,0,0,0.5,21,10,4,0
-26.38131275,1.41447369,1.2167367,0.535948542,-2.982528482,4.207836318,14.31421122,-1.634428954,0,0,0.5,21,10,8,0
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,0.5,2,0
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,0.5,4,3
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,0.5,8,3
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,0.5,24,11
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,1,2,5
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,1,4,10
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,1,8,16
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,1,24,23
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,2,2,25
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,2,4,27
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,2,8,29
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,2,24,22
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,25,2,27
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,25,4,26
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,25,24,24
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,50,2,5
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,50,4,5
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,50,8,4
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,50,24,6
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,110,2,0
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,110,4,0
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,110,8,3
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,110,24,0
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,10,10,2,32
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,10,10,4,32
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,10,10,8,35
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,10,10,24,31
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,50,10,0.5,32
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,50,10,1,33
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,50,10,2,30
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,50,10,4,34
-26.38131275,1.41447369,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,50,10,8,31
-26.38131275,1.41447369,-1.423457785,-2.322835123,-10.63284633,-3.178061434,14.31421122,-1.634428954,0,0,1.67,21,1,2,0
-26.38131275,1.41447369,2.618682392,-13.17234088,10.2443772,7.708616527,14.31421122,-1.634428954,0,0,3.33,21,10,2,0
-26.38131275,1.41447369,1.2167367,0.535948542,-6.429209767,5.05383681,14.31421122,-1.634428954,0,0,1.43,21,2,2,0
-15.97803942,-5.349407562,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,43
-13.59667005,-5.310671725,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,40
-16.31388511,6.780906033,1.2167367,0.535948542,-11.2312595,-9.071499758,14.31421122,-1.634428954,0,0,0.5,21,10,2,25
