Name,SMILE,aromatic,aliphatic,superacid,sulfonic,nAcid,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,ATS0dv,ATS1dv,ATS2dv,ATS3dv,ATS4dv,ATS5dv,ATS6dv,ATS7dv,ATS8dv,ATS0d,ATS1d,ATS2d,ATS3d,ATS4d,ATS5d,ATS6d,ATS7d,ATS8d,ATS0Z,ATS1Z,ATS2Z,ATS3Z,ATS4Z,ATS5Z,ATS6Z,ATS7Z,ATS8Z,ATS0m,ATS1m,ATS2m,ATS3m,ATS4m,ATS5m,ATS6m,ATS7m,ATS8m,ATS0v,ATS1v,ATS2v,ATS3v,ATS4v,ATS5v,ATS6v,ATS7v,ATS8v,ATS0se,ATS1se,ATS2se,ATS3se,ATS4se,ATS5se,ATS6se,ATS7se,ATS8se,ATS0pe,ATS1pe,ATS2pe,ATS3pe,ATS4pe,ATS5pe,ATS6pe,ATS7pe,ATS8pe,ATS0are,ATS1are,ATS2are,ATS3are,ATS4are,ATS5are,ATS6are,ATS7are,ATS8are,ATS0p,ATS1p,ATS2p,ATS3p,ATS4p,ATS5p,ATS6p,ATS7p,ATS8p,ATS0i,ATS1i,ATS2i,ATS3i,ATS4i,ATS5i,ATS6i,ATS7i,ATS8i,AATS0dv,AATS1dv,AATS0d,AATS1d,AATS0Z,AATS1Z,AATS0m,AATS1m,AATS0v,AATS1v,AATS0se,AATS1se,AATS0pe,AATS1pe,AATS0are,AATS1are,AATS0p,AATS1p,AATS0i,AATS1i,ATSC0dv,ATSC1dv,ATSC2dv,ATSC3dv,ATSC4dv,ATSC5dv,ATSC6dv,ATSC7dv,ATSC8dv,ATSC0d,ATSC1d,ATSC2d,ATSC3d,ATSC4d,ATSC5d,ATSC6d,ATSC7d,ATSC8d,ATSC0Z,ATSC1Z,ATSC2Z,ATSC3Z,ATSC4Z,ATSC5Z,ATSC6Z,ATSC7Z,ATSC8Z,ATSC0m,ATSC1m,ATSC2m,ATSC3m,ATSC4m,ATSC5m,ATSC6m,ATSC7m,ATSC8m,ATSC0v,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC5v,ATSC6v,ATSC7v,ATSC8v,ATSC0se,ATSC1se,ATSC2se,ATSC3se,ATSC4se,ATSC5se,ATSC6se,ATSC7se,ATSC8se,ATSC0pe,ATSC1pe,ATSC2pe,ATSC3pe,ATSC4pe,ATSC5pe,ATSC6pe,ATSC7pe,ATSC8pe,ATSC0are,ATSC1are,ATSC2are,ATSC3are,ATSC4are,ATSC5are,ATSC6are,ATSC7are,ATSC8are,ATSC0p,ATSC1p,ATSC2p,ATSC3p,ATSC4p,ATSC5p,ATSC6p,ATSC7p,ATSC8p,ATSC0i,ATSC1i,ATSC2i,ATSC3i,ATSC4i,ATSC5i,ATSC6i,ATSC7i,ATSC8i,AATSC0dv,AATSC1dv,AATSC0d,AATSC1d,AATSC0Z,AATSC1Z,AATSC0m,AATSC1m,AATSC0v,AATSC1v,AATSC0se,AATSC1se,AATSC0pe,AATSC1pe,AATSC0are,AATSC1are,AATSC0p,AATSC1p,AATSC0i,AATSC1i,MATS1dv,MATS1d,MATS1Z,MATS1m,MATS1v,MATS1se,MATS1pe,MATS1are,MATS1p,MATS1i,GATS1dv,GATS1d,GATS1Z,GATS1m,GATS1v,GATS1se,GATS1pe,GATS1are,GATS1p,GATS1i,BalabanJ,BertzCT,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,FCSP3,Xch-3d,Xch-4d,Xch-5d,Xch-6d,Xch-7d,Xch-3dv,Xch-4dv,Xch-5dv,Xch-6dv,Xch-7dv,Xc-3d,Xc-4d,Xc-5d,Xc-6d,Xc-3dv,Xc-4dv,Xc-5dv,Xc-6dv,Xpc-4d,Xpc-5d,Xpc-6d,Xpc-4dv,Xpc-5dv,Xpc-6dv,Xp-1d,Xp-2d,Xp-3d,Xp-4d,Xp-5d,Xp-6d,Xp-7d,Xp-1dv,Xp-2dv,Xp-3dv,Xp-4dv,Xp-5dv,Xp-6dv,Xp-7dv,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,NsLi,NssBe,NssssBe,NssBH,NsssB,NssssB,NsCH3,NdCH2,NssCH2,NtCH,NdsCH,NaaCH,NsssCH,NddC,NtsC,NdssC,NaasC,NaaaC,NssssC,NsNH3,NsNH2,NssNH2,NdNH,NssNH,NaaNH,NtN,NsssNH,NdsN,NaaN,NsssN,NddsN,NaasN,NssssN,NsOH,NdO,NssO,NaaO,NsF,NsSiH3,NssSiH2,NsssSiH,NssssSi,NsPH2,NssPH,NsssP,NdsssP,NsssssP,NsSH,NdS,NssS,NaaS,NdssS,NddssS,NsCl,NsGeH3,NssGeH2,NsssGeH,NssssGe,NsAsH2,NssAsH,NsssAs,NsssdAs,NsssssAs,NsSeH,NdSe,NssSe,NaaSe,NdssSe,NddssSe,NsBr,NsSnH3,NssSnH2,NsssSnH,NssssSn,NsI,NsPbH3,NssPbH2,NsssPbH,NssssPb,SsLi,SssBe,SssssBe,SssBH,SsssB,SssssB,SsCH3,SdCH2,SssCH2,StCH,SdsCH,SaaCH,SsssCH,SddC,StsC,SdssC,SaasC,SaaaC,SssssC,SsNH3,SsNH2,SssNH2,SdNH,SssNH,SaaNH,StN,SsssNH,SdsN,SaaN,SsssN,SddsN,SaasN,SssssN,SsOH,SdO,SssO,SaaO,SsF,SsSiH3,SssSiH2,SsssSiH,SssssSi,SsPH2,SssPH,SsssP,SdsssP,SsssssP,SsSH,SdS,SssS,SaaS,SdssS,SddssS,SsCl,SsGeH3,SssGeH2,SsssGeH,SssssGe,SsAsH2,SssAsH,SsssAs,SsssdAs,SsssssAs,SsSeH,SdSe,SssSe,SaaSe,SdssSe,SddssSe,SsBr,SsSnH3,SssSnH2,SsssSnH,SssssSn,SsI,SsPbH3,SssPbH2,SsssPbH,SssssPb,ECIndex,fragCpx,fMF,nHBAcc,nHBDon,IC0,IC1,IC2,IC3,IC4,IC5,TIC0,TIC1,TIC2,TIC3,TIC4,TIC5,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,MIC0,MIC1,MIC2,MIC3,MIC4,MIC5,ZMIC0,ZMIC1,ZMIC2,ZMIC3,ZMIC4,ZMIC5,Lipinski,GhoseFilter,FilterItLogS,VMcGowan,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,MPC2,MPC3,MPC4,MPC5,MPC6,MPC7,MPC8,MPC9,MPC10,TMPC10,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,piPC10,TpiPC10,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,n11Ring,n12Ring,nG12Ring,nHRing,n3HRing,n4HRing,n5HRing,n6HRing,n7HRing,n8HRing,n9HRing,n10HRing,n11HRing,n12HRing,nG12HRing,naRing,n3aRing,n4aRing,n5aRing,n6aRing,n7aRing,n8aRing,n9aRing,n10aRing,n11aRing,n12aRing,nG12aRing,naHRing,n3aHRing,n4aHRing,n5aHRing,n6aHRing,n7aHRing,n8aHRing,n9aHRing,n10aHRing,n11aHRing,n12aHRing,nG12aHRing,nARing,n3ARing,n4ARing,n5ARing,n6ARing,n7ARing,n8ARing,n9ARing,n10ARing,n11ARing,n12ARing,nG12ARing,nAHRing,n3AHRing,n4AHRing,n5AHRing,n6AHRing,n7AHRing,n8AHRing,n9AHRing,n10AHRing,n11AHRing,n12AHRing,nG12AHRing,nFRing,n4FRing,n5FRing,n6FRing,n7FRing,n8FRing,n9FRing,n10FRing,n11FRing,n12FRing,nG12FRing,nFHRing,n4FHRing,n5FHRing,n6FHRing,n7FHRing,n8FHRing,n9FHRing,n10FHRing,n11FHRing,n12FHRing,nG12FHRing,nFaRing,n4FaRing,n5FaRing,n6FaRing,n7FaRing,n8FaRing,n9FaRing,n10FaRing,n11FaRing,n12FaRing,nG12FaRing,nFaHRing,n4FaHRing,n5FaHRing,n6FaHRing,n7FaHRing,n8FaHRing,n9FaHRing,n10FaHRing,n11FaHRing,n12FaHRing,nG12FaHRing,nFARing,n4FARing,n5FARing,n6FARing,n7FARing,n8FARing,n9FARing,n10FARing,n11FARing,n12FARing,nG12FARing,nFAHRing,n4FAHRing,n5FAHRing,n6FAHRing,n7FAHRing,n8FAHRing,n9FAHRing,n10FAHRing,n11FAHRing,n12FAHRing,nG12FAHRing,nRot,SLogP,SMR,TopoPSA(NO),TopoPSA,GGI1,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,GGI8,GGI9,GGI10,JGI1,JGI2,JGI3,JGI4,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,JGT10,Diameter,Radius,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,TMWC10,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,TSRW10,MW,AMW,WPath,WPol,Zagreb1,Zagreb2,mZagreb2
pTSA,CC1=CC=C(S(O)(=O)=O)C=C1,1,0,0,1,1,0,6,6,19,11,0,0,4,8,0,7,0,3,1,0,0,0,0,0,0,166.4444444,84,240,146,108.6666667,68.66666667,17,0,0,62,71,100,98,75,42,20,10,3,708,782,901,812,592,328,200,78,3,2813.724962,3034.581935,3437.196898,2949.189427,2021.343371,1129.022659,687.580623,157.250016,3.048192,4459.237835,5430.595491,7442.524212,7388.551543,5362.093325,2787.528567,1493.688549,852.859292,93.25123329,155.330321,152.61276,252.83466,282.853824,301.414398,197.821382,73.649844,92.358144,20.155392,126.3947,125.5601,208.9008,229.8405,239.7335,154.753,58.634,73.722,14.52,125.1736,121.67,205.588,225.266,237.506,154.45,57.534,74.8,14.52,33.41881524,39.67227816,53.46135782,56.42295445,41.89047089,22.08347851,11.82188922,5.926456184,1.333838715,3030.585373,2684.508826,4644.033319,5412.392572,6179.433702,4302.581725,1405.627853,1819.781038,554.7529561,8.760233918,4.421052632,3.263157895,3.736842105,37.26315789,41.15789474,148.0907875,159.7148387,234.6967282,285.8208153,8.175280053,8.032250526,6.652352632,6.608426316,6.588084211,6.403684211,1.758885013,2.08801464,159.5044933,141.2899382,87.75438596,-17.75438596,44.81009541,-15.59310557,-8.69005848,3.972299169,1.361957525,-64.40874115,12.42474608,14.63157895,1.526315789,-4.293628809,-4.880886427,0.789473684,-1.462603878,-3.351800554,3.351800554,1.005540166,281.6842105,90.42105263,33.4099723,-99.71745152,-71.15789474,69.46814404,-90.69252078,-114.465374,41.89196676,1253.085425,385.0528765,158.9786655,-454.4137536,-319.9059523,324.0270602,-388.3625663,-526.5706611,194.6516187,977.0577163,60.27405322,65.67680424,-567.6499869,-331.404134,399.1194003,-164.6635026,-140.0877527,190.2062602,2.554998421,0.296809737,2.220347102,-0.389653745,-0.917805316,-0.72446687,-0.168212726,-1.772586432,0.178069039,3.356673684,-0.226242105,2.74363241,-0.405950139,-0.922263158,-0.658096953,0.213538781,-2.77948615,0.356530471,3.708252632,-0.503305263,3.215840443,-0.362310249,-1.025242105,-0.869574515,0.229332964,-2.862448753,0.323581163,7.174380336,-0.936040049,0.6600197,-3.311537888,-2.078500617,2.765907598,-2.919443453,1.456723599,0.775680941,28.64803885,-0.405947213,4.765747028,-17.04984563,-12.09548858,9.094790663,-10.16816242,8.35978912,3.175097616,4.618651893,-0.934441367,0.770083102,0.08033241,14.82548476,4.75900277,65.95186447,20.26594087,51.42409033,3.172318591,0.134473601,0.015621565,0.176667036,-0.011907479,0.195171191,-0.026489751,0.377598965,-0.049265266,1.507791518,-0.021365643,-0.202319072,0.104316547,0.321001495,0.30728382,0.061689348,0.116168266,-0.067400685,-0.135725721,-0.130469811,-0.014170157,0.884046381,1.294964029,0.867713004,0.849784354,0.949020368,0.518328387,0.651227406,0.727390401,1.438075171,1.172697015,2.393615049,336.453365,19,11,11,2,0,6,8,14,5,0,0,0,5,1,1,0,0,0,0.142857143,0,0,0,0.083333333,0.125,0,0,0,0.027777778,0.061798469,1.799038106,0.288675135,0.433012702,0.144337567,0.787746775,0.045643546,0.10855629,0.015214515,2.270130009,2.456705871,2.706809572,1.06215613,0.905349665,0.982145722,4.999018566,5.322821083,3.240600189,2.126105059,1.520220057,1.103553391,0.25,4.481462198,3.70965607,2.186726505,1.190259532,0.842820747,0.530480369,0.085984587,15,14.33669137,12.49876328,19.6201748,18.96078431,19.216,13.37146347,21.20936423,0.789473684,0.754562703,0.657829646,1.032640779,0.997936017,1.011368421,0.703761235,1.116282328,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841044974,0,0,0,0,5.987638889,0,0,0,0,0.889351852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.552095616,20.999452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.019583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,11.04,0.315789474,2,1,1.700223726,3.050301855,3.471354487,3.892407119,3.892407119,3.892407119,32.3042508,57.95573525,65.95573525,73.95573525,73.95573525,73.95573525,0.40024782,0.718068245,0.817187788,0.91630733,0.91630733,0.91630733,2.547703787,1.197625658,0.776573026,0.355520395,0.355520395,0.355520395,20.80078592,31.08270689,36.13997004,36.5643911,36.5643911,36.5643911,40.16294862,29.59627001,23.60412364,22.60543258,22.60543258,22.60543258,TRUE,FALSE,-1.524421754,119.69,65.42498124,0,4.552749874,0,8.417796984,0,17.69618563,19.05647134,0,4.895483476,0,0,0,10.11812686,12.97054686,0,0,0,11.81922068,0,29.82891977,0,0,0,12.97054686,10.11812686,6.9237372,5.563451492,29.16095175,0,0,0,0,0,10.11812686,4.895483476,0,5.563451492,12.13273414,12.13273414,6.9237372,0,4.552749874,8.417796984,29.55154762,-0.066574074,0,0.955925926,0,5.987638889,0,1.841044974,-4.019583333,16,16,16,18,16,6,0,0,0,110,2.833213344,3.511545439,3.81220267,4.210274029,4.675745139,4.751432693,4.342993404,0,0,0,6.148735354,22.330344,14.681656,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.24172,40.9936,54.37,62.75,4,1.777777778,0.75,0.422222222,0.354166667,0,0,0,0,0,0.363636364,0.111111111,0.057692308,0.052777778,0.088541667,0,0,0,0,0,0.673759227,6,3,11,4.007333185,4.779123493,5.645446898,6.447305863,7.311218384,8.120588712,8.983565234,9.795178249,10.65775335,87.74751337,3.135494216,0,4.465908119,0,5.978885765,0,7.563719668,0,9.182249492,41.32625726,172.0194151,9.053653427,152,13,54,59,2.333333333
benzenesulfonic acid,O=S(C1=CC=CC=C1)(O)=O,1,0,0,1,1,0,6,6,16,10,0,0,4,6,0,6,0,3,1,0,0,0,0,0,0,158.4444444,74,228,136,104,51,0,0,0,54,63,82,81,53,24,7,1,0,670,734,820,706,510,224,32,1,0,2667.428713,2866.103638,3133.513376,2590.050785,1788.265378,733.848831,62.520192,1.016064,0,3973.553445,4777.605357,6387.502559,5915.26553,4011.085131,1890.277146,422.9449971,31.08374443,0,134.352877,130.83698,210.480604,238.503928,217.176602,135.702324,48.968064,6.718464,0,110.2122,107.8376,175.7658,192.8555,174.601,107.98,37.994,4.84,0,109.2436,104.42,173.068,189.446,173.396,108.178,38.28,4.84,0,29.74068943,34.65628954,45.4361748,45.0531144,29.52830911,13.16586786,3.607074078,0.444612905,0,2533.955713,2251.469375,3682.569103,4609.903877,4241.110904,2757.931354,1078.510682,184.917652,0,9.902777778,4.625,3.375,3.9375,41.875,45.875,166.7142946,179.1314774,248.3470903,298.6003348,8.397054813,8.17731125,6.8882625,6.73985,6.827725,6.52625,1.858793089,2.166018096,158.3722321,140.7168359,74.41666667,-29.125,36.16840278,0.982638889,-18.41319444,-17.75,-14.32291667,5.251736111,0,11.75,-0.375,-3.109375,-3.90625,-1.84375,1.25,1.71875,0.390625,0,249.75,78,-24.984375,-48.65625,-93.46875,-47.625,-5.15625,17.015625,0,1103.799635,332.2931892,-113.0829451,-208.7887671,-411.0838413,-205.9933653,-24.05742341,78.81333535,0,795.7357963,57.12089952,-240.853709,-219.8054212,-213.100505,72.13607816,74.08262468,72.55213465,0,2.407451438,0.241247562,1.942067879,-0.349756695,-1.402251023,-1.248452875,-0.464805664,0.078225098,0,3.0897,-0.26815,2.24158125,-0.0814375,-1.4654375,-1.445375,-0.6761875,0.15015625,0,3.462375,-0.538425,2.751614063,-0.112978125,-1.622559375,-1.614375,-0.732290625,0.137826562,0,6.395466005,-1.028153266,-0.639617879,-1.892266579,-1.435883793,0.510799727,0.994567788,0.292821,0,24.78186275,-0.421991597,-1.42929593,-10.65953679,-8.02971034,2.503736997,4.489102853,1.156763436,0,4.651041667,-1.8203125,0.734375,-0.0234375,15.609375,4.875,68.98747721,20.76832432,49.73348727,3.57005622,0.150465715,0.015077973,0.19310625,-0.016759375,0.216398437,-0.033651563,0.399716625,-0.064259579,1.548866422,-0.026374475,-0.39137738,-0.031914894,0.312312312,0.301044844,0.07178375,0.100208693,-0.086788361,-0.155507419,-0.160762838,-0.017028244,1.000139978,1.396276596,0.874624625,0.8518401,0.887897587,0.535129953,0.662958782,0.746561248,1.448886383,1.134712369,2.389213905,301.0246306,16,10,8,2,0,6,8,11,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0.102062073,0.051031036,0,0,0,0.032075015,0.03928371,1.510362971,0.288675135,0.433012702,0.144337567,0.621080109,0.045643546,0.10855629,0.015214515,1.861881719,2.103152481,2.367063204,0.86970604,0.771800698,0.696217644,4.605171716,4.70095927,2.829916587,1.968614081,1.369082439,0.535074775,0.306186218,4.070778596,3.20965607,1.908948727,1.093537587,0.626392198,0.250536593,0.099286448,13.66666667,13.16884523,10.95693548,16.73233795,16.23529412,16.456,11.57290898,17.79407458,0.854166667,0.823052827,0.684808467,1.045771122,1.014705882,1.0285,0.723306811,1.112129661,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.422175926,0,0,0,0,-0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.461203704,20.77685185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.002824074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,10.04,0.375,2,1,1.764097656,2.423794941,2.852217001,3.577819531,3.875,3.875,28.22556249,38.78071905,45.63547202,57.2451125,62,62,0.441024414,0.605948735,0.71305425,0.894454883,0.96875,0.96875,2.235902344,1.576205059,1.147782999,0.422180469,0.125,0.125,22.16979963,28.09800567,33.24378304,37.24506709,37.544625,37.544625,37.15450936,32.10391146,27.52273891,23.10845859,22.5,22.5,TRUE,FALSE,-0.977597056,105.6,59.06003913,0,4.552749874,0,8.417796984,0,18.19910121,12.13273414,0,4.895483476,0,0,0,10.11812686,12.97054686,0,0,0,4.895483476,0,30.33183534,0,0,0,12.97054686,10.11812686,0,0,35.22731882,0,0,0,0,0,10.11812686,4.895483476,0,0,12.13273414,18.19910121,0,0,4.552749874,8.417796984,29.23805556,-0.074074074,0,0,0,7.422175926,0,0,-4.002824074,14,14,14,14,8,6,0,0,0,90,2.772588722,3.417726684,3.70745584,4.104707349,4.504659004,4.201890189,4.342993404,0,0,0,5.955999273,19.326758,12.675242,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9333,36.2566,54.37,62.75,3,1.333333333,0.6875,0.248888889,0.1875,0,0,0,0,0,0.3,0.095238095,0.0625,0.035555556,0.0625,0,0,0,0,0,0.555793651,5,3,10,3.891820298,4.65396035,5.509388337,6.300785795,7.153833802,7.954723334,8.804925263,9.609988595,10.45826307,84.33768885,3.044522438,0,4.343805422,0,5.843544417,0,7.419979924,0,9.031333316,39.68318552,158.0037651,9.875235316,114,11,48,52,2.166666667
